genes,logFC,logCPM,LR,PValue,FDR,bnumber
priB,0.506920853591892,9.28498198061694,2.94671192354812,0.0860524761594981,0.251973318327371,b4201
priC,-0.0436150291782597,5.14781744588256,0.038259260792513,0.844923458787515,0.943927681971877,b0467
prkB,-0.0282607382377538,6.39531931482271,0.0239345041104251,0.877051678665912,0.959826554703568,b3355
prlC,0.695938870739048,8.29524404210361,12.9570162501214,0.000318724744229972,0.00204542670182652,b3498
prmA,-0.0544102257936906,5.8514238760133,0.0916865538723259,0.762043901982653,0.900730052726622,b3259
prmB,0.169441558096352,7.66695345044793,0.705371846758059,0.400984541484394,0.663036843289087,b2330
prmC,-0.00825732143221688,5.56356745539054,0.00203969390743719,0.96397740935027,0.99674848718789,b1212
proA,-0.429538272509317,8.35057635170262,5.51211028542767,0.0188852475021496,0.0791617602400637,b0243
proB,-0.55840700320286,8.05497304779369,8.76933116745302,0.00306337760634111,0.0165591087381568,b0242
proC,0.439642563110526,7.25104754155583,4.68542415054652,0.0304195528357813,0.115653211881813,b0386
proP,0.941149903043806,9.39662541592576,22.0125360473106,2.70875467549431e-06,2.41218792648658e-05,b4111
proQ,0.24236247353687,9.43989015329196,1.11814800443126,0.290317586223689,0.557280735511162,b1831
proS,0.0782972879805154,9.14046954924829,0.134652825913423,0.713655782390656,0.878893448572924,b0194
proV,0.720881900159561,7.81838341359312,3.99607234095193,0.0456064232048874,0.15833934230057,b2677
proW,0.752591928700375,6.85476774552081,8.67450027436771,0.00322693329131127,0.0173563199068162,b2678
proX,0.600162622886267,7.15075292130819,2.26154854925049,0.132621387075584,0.330141077705953,b2679
proY,-0.26592851229703,6.70858386912064,2.51036106470485,0.113100015945317,0.300035787807313,b0402
prpB,-0.0538670269474013,2.01196178488514,0.0138549698486341,0.906299712437549,0.97290905646291,b0331
prpB,-0.0538670269474013,2.01196178488514,0.0138549698486341,0.906299712437549,0.97290905646291,b2734
prpC,-0.134551167879327,2.01305181403346,0.0616502820304756,0.803906362062745,0.924782967743564,b0333
prpD,0.396239859814091,2.55047720177992,0.505555799543133,0.477069071228565,0.732193518769608,b0334
prpE,-0.0624125509246212,3.3365666236094,0.0328406241910972,0.856195035822222,0.947452308407937,b0335
prpR,1.16195781089503,3.73794693579159,14.6348767220275,0.000130477406556176,0.000898774990296849,b0330
prsA,-0.153419644735493,9.67846297751862,0.395017837761543,0.529673535500535,0.771672474510115,b1207
psd,-0.31146313246756,8.12177659743204,2.6878931740723,0.101113427562402,0.279047216384674,b4160
psiF,0.489205830879485,4.70415995838733,3.94214450962096,0.0470907102189863,0.162968571663303,b0384
pspA,0.14681606642068,8.66301235502262,0.504538412308305,0.477512742082288,0.732193518769608,b1304
pspB,0.130249782579232,5.9910350209862,0.401866741758659,0.526126765107817,0.769763380250901,b1305
pspC,0.380354014985076,5.73234270402763,2.249547046963,0.133653519194538,0.33137172755523,b1306
pspD,0.191278854190925,5.26525723320843,0.801459840252985,0.370657259409455,0.632754428217169,b1307
pspE,-0.064803161894431,6.31726158001067,0.10447080146389,0.746529065178971,0.89141803497594,b1308
pspF,0.0702968968979499,4.5362123929673,0.0658832035311896,0.797427945890783,0.923077132680261,b1303
pssA,0.0240448065140348,8.07835274915705,0.0177918873796474,0.893887931922054,0.966652298191436,b2585
pstA,0.622411203718824,5.03324768465766,10.3511909499188,0.00129391179222226,0.00754170719380287,b3726
pstB,0.169084362157724,6.0861279606577,0.829447362396126,0.362432378606285,0.624639043575636,b3725
pstC,0.702996154245293,5.2935469961296,11.7479462126805,0.000609104132961298,0.00372623335730857,b3727
pstS,0.886623254450586,6.39293921155504,25.8384207710202,3.71224986856441e-07,3.66892612867956e-06,b3728
pta,-1.2006817331022,10.7201673903217,16.9428078625945,3.85229879960044e-05,0.000284898604717026,b2297
pth,-0.064943344754828,6.13484632661294,0.0979424946086045,0.754312832701431,0.895021188032275,b1204
ptr,0.340082781400834,6.86499856943652,3.39501195862191,0.0653938890921467,0.207064667880485,b2821
ptrB,0.254418412995239,6.54791919705801,2.27553764581467,0.131429540030811,0.328320519149738,b1845
ptsA,-0.510607386806605,3.07609165576251,0.765859811886147,0.381500907875861,0.642128768946159,b3947
ptsG,-1.68948040492163,9.58498791301886,58.3345917101167,2.21121715818191e-14,3.65909843148952e-13,b1101
ptsH,-1.58637229587463,9.90927460343527,62.8643107364562,2.21448749316842e-15,3.87221517530138e-14,b2415
ptsI,-1.72782236340344,11.2435086649227,72.2428987670571,1.90274165179875e-17,3.51194068124735e-16,b2416
ptsN,0.0656610665371069,7.77576875380687,0.124454875587723,0.724252159647949,0.883483933081545,b3204
ptsP,0.00115043510673524,7.88642466630804,4.09733941779677e-05,0.994892738833617,1,b1818
ptsP,0.00115043510673524,7.88642466630804,4.09733941779677e-05,0.994892738833617,1,b2829
purA,-0.764744349534136,10.7174633573307,14.2880098601019,0.000156860867296212,0.00105526804649897,b4177
purB,0.664407573890847,8.38433377553689,7.67200866125749,0.00560839896985437,0.0285644754136804,b1131
purC,-0.588073244023033,9.59535063125787,6.35938602835537,0.0116761940721405,0.0532518291421066,b2476
purD,0.132562228331899,7.88039070447688,0.171060572133062,0.679170958683295,0.860521318567251,b4005
purE,-0.058254500173163,7.84459954464071,0.0540592520188845,0.816144673541903,0.931288994723244,b0523
purF,0.253392606879051,8.66499904126974,0.418151754527038,0.51786072645105,0.763879944515739,b2312
purH,0.0303646844480257,8.23563167977872,0.00711717549465618,0.932767542670953,0.982351381808302,b4006
purK,-0.156229541320542,8.56667491889449,0.419214417370167,0.517329295196043,0.763617643865929,b0522
purL,0.0748534804851009,10.4328281388787,0.0710672115672946,0.789789212506803,0.919681749478803,b2557
purM,0.22136552815813,8.62519563564382,0.595388230419951,0.440343054792224,0.700494163406121,b2499
purN,-0.0358313959600012,7.53077989349585,0.0151691653921944,0.901977892936154,0.971016840465801,b2500
purR,0.169460635225574,8.76156340487686,0.848111974192161,0.35708700034036,0.619381025891573,b1658
purT,0.148846667410106,6.93536662104678,0.233364440397992,0.629040290818017,0.836976283439006,b1849
purU,-0.0314256611305675,8.6628326299931,0.0231816198964006,0.878985725523283,0.96021871841713,b1232
putA,4.08246466878917,8.05480695517856,333.130531379786,1.99969169026901e-74,3.75507322185732e-72,b1014
putP,0.852042444463309,5.32986637615172,18.1054198366992,2.09005671474825e-05,0.000160908287896572,b1015
puuA,5.54220238372965,7.44686623542161,341.498356853677,3.00993569920736e-76,7.22217349159811e-74,b1297
puuB,3.65951525144918,5.39464937970319,194.318471341803,3.62874280828159e-44,1.78097047601911e-42,b1301
puuC,3.87517500355398,6.15220206078824,258.458794888466,3.71933949439097e-58,3.41783559069673e-56,b1300
puuD,4.45153083870113,6.90834993854326,383.196581355223,2.50624093580176e-85,1.54635065738969e-82,b1298
puuE,2.87845175301841,5.01883047040272,117.493120645887,2.23875236534506e-27,5.89583625971056e-26,b1302
puuP,2.3668545579887,4.71229383675374,80.2251873370276,3.34081415027591e-19,6.64929784103303e-18,b1296
puuR,2.80322996702364,6.33517796023886,219.294222420831,1.28923704866857e-49,7.84255607492897e-48,b1299
pykA,-2.06371914441529,10.8240339193883,96.5605472746217,8.65559719563465e-23,1.97796424803947e-21,b1854
pykF,-1.6540771380824,10.1719966224728,61.7280537300769,3.94322063744056e-15,6.75824203694674e-14,b1676
pyrB,0.0351230633629177,9.6827220203149,0.00471865972301799,0.945234387270047,0.989424627021962,b4245
pyrC,0.002185937136436,8.69656752012256,5.32935197252726e-05,0.994175302094128,1,b1062
pyrD,-0.918796949961712,7.512301597278,6.00554166263791,0.0142610153291666,0.0630433216035523,b0945
pyrE,0.18489568360289,3.19353990254091,0.420534534777063,0.516670442266144,0.76342786183629,b3642
pyrF,0.650369341669689,6.22646798741403,4.54800539509332,0.0329571176193179,0.123133037195358,b1281
pyrG,-0.531901521088816,9.69640068188312,5.58389425230381,0.0181263732702014,0.0769035423909626,b2780
pyrH,-0.0231310621673424,7.82328432428231,0.00750075801953898,0.930983967833954,0.98105117872689,b0171
pyrI,-0.00306925056186186,8.51163175034413,4.36181927057078e-05,0.994730483875862,1,b4244
pyrL,0.768241315434128,2.35949690782556,2.50285029655981,0.113640458433345,0.300905450079766,b4246
qor,-0.281753246624785,7.13995485946227,1.86875730371212,0.171617474932234,0.395737252660075,b4051
qseB,-0.549555014959759,2.80308453549774,3.15595189087822,0.0756505585646507,0.229771281603886,b3025
qseC,-0.331545375042548,3.74820687703816,1.74937097444627,0.185955829179635,0.416784237792862,b3026
queA,0.231524805555366,6.01844081281186,1.03685401076138,0.308554276207099,0.572196616117844,b0405
racC,0.173209332947008,0.689472721388011,0.0633152570334632,0.801330754224206,0.924365668987799,b1351
racR,-0.544741544972107,6.40211401603262,6.34090874275915,0.0117984419971217,0.0537526065248615,b1356
radA,0.0414589517923996,6.55631984209487,0.0627451279051319,0.802208610271764,0.924365668987799,b4389
rarA,0.156451019655428,1.98992269888658,0.115032761263568,0.734485585169854,0.888086014095353,b0892
rarD,1.94070603914444,3.84226829181638,55.3690382489057,9.98976229660716e-14,1.59799197626097e-12,b3819
rbbA,0.277340011624721,7.53156909703188,1.65490045015419,0.198293263826849,0.436129707703915,b3486
rbfA,0.0654167439185669,6.74134006639751,0.121379063995727,0.727543569991785,0.884396475877996,b3167
rbn,-0.0957702286673065,5.46955858962785,0.285547525451855,0.593088011592337,0.813655138293677,b2268
rbsA,-0.814411934315644,6.75430232679989,12.2139519082624,0.000474334506592816,0.00296905903474547,b3749
rbsB,-0.575462873544581,7.78136426772541,5.73979217825432,0.0165847547383668,0.0713441789990103,b3751
rbsC,-0.748364301491392,5.85900955718029,13.8627506118276,0.00019665785138723,0.00129872363936001,b3750
rbsD,-0.728321161640337,6.81077527569245,8.36551092034358,0.00382409090842094,0.020140631403069,b3748
rbsK,-0.972226952115417,6.26639518379813,30.6480927803958,3.09330511166394e-08,3.41687590211677e-07,b3752
rbsR,-0.239408493319964,4.55247039032989,1.60337141276637,0.205426086046643,0.445399229736673,b3753
rcsA,-0.492013442772437,2.97119977424817,2.02479846031467,0.154749452478718,0.367434241481903,b1951
rcsB,0.134102958392553,8.67635732502064,0.531020789500511,0.466178014321069,0.721398367557398,b2217
rcsC,0.13113744813446,6.88421303930349,0.656413225442254,0.417829072703087,0.680468991329046,b2218
rcsD,0.312417569786867,8.68249007730385,2.49195309477714,0.114429642294851,0.301250851993607,b2216
rcsF,-0.142312358739505,6.99626673847069,0.464112487588985,0.495708242343972,0.748588775763501,b0196
rdgC,0.391241075549043,6.52378622585139,4.36671412225359,0.0366475953469738,0.134364146267894,b0393
recA,-0.0450179172557657,9.30924093087193,0.0514456273276678,0.820566599778474,0.934606314462877,b2699
recB,0.227451994215435,7.30659250572257,0.999794708427791,0.317360187512786,0.581288655584276,b2820
recC,-0.00723908080511166,7.11907487229217,0.00188433111467035,0.965375596846681,0.997262264182128,b2822
recD,0.512755981331519,6.63326819375734,1.87147361996825,0.171306399385569,0.395354952414869,b2819
recE,-0.00972176310681128,4.2643898263697,0.00232389390986154,0.96155144456562,0.995670268299907,b1350
recF,0.160180161166526,5.69358257515803,0.377795376368566,0.538785481540485,0.777470751501501,b3700
recG,0.0533161752706837,6.54012621645069,0.064166132952046,0.800028399440735,0.924365668987799,b3652
recJ,0.079951964002378,7.5620900764442,0.211811467492558,0.645351284267848,0.845258026348949,b2892
recN,0.085694664236104,6.46598445813642,0.215375211017515,0.642586598201955,0.844640532238593,b2616
recO,-0.034219882483645,5.87427084343418,0.0264845761575643,0.870722501665151,0.956421791630668,b2565
recQ,0.253761946075441,6.35089560274231,1.52890002356026,0.216277606680423,0.462198408338816,b3822
recR,0.0297426997244246,7.19363252499891,0.0213196260165898,0.883911585869137,0.962653155208154,b0472
recT,-0.0751857166625842,2.90554001171858,0.0471979287134268,0.828012863875085,0.936816744886178,b1349
recX,-0.460236918411634,3.79563827195783,3.86648140053042,0.0492596895553204,0.167785961505859,b2698
relA,-0.0157157829264266,7.8623964650655,0.00757787242625518,0.930630992854091,0.98105117872689,b2784
relB,0.21801453775077,6.08351222908682,1.73010878017699,0.188397005917437,0.420944991493746,b1564
relE,0.1901734055197,6.7207787803076,1.29945102267849,0.254313524969368,0.51135014634204,b1563
rem,-0.2542232093506,2.48260120233124,0.362337870859107,0.547210700109152,0.781126584208992,b1561
renD,-0.100706167935704,2.52219173273938,0.0583019133584459,0.809200248785558,0.928023333644403,b0542
rep,0.458547779503694,6.84488459636622,4.19157267874312,0.0406253935135727,0.14524923392808,b3778
rfaB,-2.83304747468269e-05,6.06407112269092,2.52721186200233e-08,0.999873158641337,1,b3628
rfaC,-0.24294588849604,6.36939825678459,1.49997549212206,0.220675132895412,0.468351793108248,b3621
rfaD,-0.210280720836703,8.6355281991003,1.0303723024798,0.310071240572155,0.574156739581313,b3619
rfaE,0.204116930030611,6.94172956009379,0.823142147542189,0.364263074624683,0.625547602108949,b3052
rfaF,-0.192554815595519,7.44625092737786,0.867404637801993,0.351674818020046,0.614522597417485,b3620
rfaG,-0.0718176775623209,6.40740028007989,0.160319915929866,0.688862148692035,0.867451598478383,b3631
rfaH,0.628276619540779,5.0361168375271,7.95951349445146,0.0047835270219366,0.024849373251622,b3842
rfaI,-0.311560389408154,6.08257346641953,2.47042310320905,0.116006693302035,0.304209416133267,b3627
rfaJ,-0.244467406175502,5.47569873026825,1.87198351626269,0.171248077736383,0.395354952414869,b3626
rfaK,-0.370774995215016,5.79482978954112,2.93538941914577,0.0866577632999116,0.252825278369032,b3623
rfaL,-0.062853110943223,6.45502229802104,0.0649086675432002,0.798899360865215,0.923319866089608,b3622
rfaP,-0.072730234433454,5.55038638366408,0.125622712720064,0.723014448174281,0.883146675657799,b3630
rfaQ,-0.102463733833932,6.6186134536914,0.353031373179837,0.552402139009274,0.784355167278971,b3632
rfaS,-0.532212326859047,5.65656884178764,6.73021306175682,0.009479327637484,0.045089445006931,b3629
rfaY,-0.0414490880453103,5.138649510201,0.0508042450665265,0.821669690400795,0.935369370806809,b3625
rfaZ,0.0733617818218652,4.91987121125534,0.150354063215991,0.698197232220573,0.872544515613616,b3624
rfbA,-0.185092769230429,7.62625755545086,0.58451517448588,0.444547938917138,0.704588091076373,b2039
rfbB,0.121706820042113,8.41837371360299,0.241559487911346,0.623082032441771,0.832124705663577,b2041
rfbC,-0.126948902879125,6.3496606420777,0.431920254904658,0.511048209642335,0.75729438136376,b2038
rfbD,0.144387987261871,7.94750054089586,0.377137231165193,0.539139337878887,0.777476727979604,b2040
rfbX,-0.0547373540426441,6.78682824497982,0.110516992190331,0.73955631356972,0.889238228927511,b2037
rfe,-0.330585798441431,7.19335601530642,3.64292353110504,0.0563079772549495,0.184797989182467,b3784
rffA,-0.384533907325458,6.16008146007219,5.48404312417901,0.0191908213515264,0.0802373256701285,b3791
rffC,-0.594486253515945,4.6452584856548,9.3270270809101,0.00225798392431622,0.0125673100117549,b3790
rffD,-0.0535865419965542,6.65887438021834,0.0856902651656264,0.769729304557322,0.906806205635904,b3787
rffE,-0.154421442724927,6.71069687008349,0.646099884234587,0.421510533641404,0.68432070672055,b3786
rffG,-0.315260133285568,6.32604174495477,2.70937757100688,0.099759908428555,0.276726425499633,b3788
rffH,-0.395492293081,5.81312905836616,3.47681162056254,0.0622345416492144,0.199547873335529,b3789
rffM,0.185759786624487,4.93877878566455,0.89908361785221,0.343027545751282,0.607475969688453,b3794
rffT,-0.127833381994197,4.87147362646684,0.392222535857977,0.53113345014957,0.772639060692487,b4481
rhaA,-0.368637974330711,2.56786685453659,0.37595541887796,0.539775816086067,0.77813476290912,b3903
rhaB,-0.459552357356264,2.33225265827875,0.901385425305959,0.34241049917096,0.607237927862163,b3904
rhaD,-0.287479672699387,2.21496046463659,0.516744337412977,0.472233768736442,0.726604078080761,b3902
rhaR,-0.113323696487768,2.79948527497969,0.138539260272347,0.709737525142224,0.877564370582774,b3906
rhaS,-0.294344356079994,2.28159552121642,0.596847369770375,0.439783431762649,0.700477095701245,b3905
rhaT,0.419974066748157,3.03002468853606,1.32492465183825,0.249710138461871,0.505624982661426,b3907
rhlB,0.0174456841482004,8.93697020437116,0.00815651906825821,0.928038133079218,0.979520209376624,b3780
rhlE,0.256099870598187,6.26927195356682,1.03340951068492,0.309359214798265,0.573443111035926,b0797
rho,-0.426747052904093,9.72463984054276,4.18878758288515,0.0406921891158284,0.145305551843435,b3783
rhoL,-0.419949029484496,7.34059574454454,3.5233919825359,0.0605084932645252,0.195610914977159,b3782
rhsA,0.3524516417125,3.98006904098344,1.84658062808677,0.174181611846119,0.399071669017791,b3593
rhsB,0.0697150133489871,2.49077465854292,0.0374739480993189,0.846503279707122,0.944715158928957,b3482
rhsC,-0.592588197849427,5.02681400837187,7.37953320173475,0.00659702909281095,0.0329393857246826,b0700
rhsD,-0.385528352499585,5.27210258247432,2.58345017842651,0.10798605827583,0.2920424456439,b0497
rhsE,0.191633019081357,2.61742697645682,0.281386291776224,0.595794028371331,0.814542770121349,b1456
rhtA,0.0378404923047966,3.48713623413182,0.0159927467829801,0.899365884931522,0.969376132083851,b0813
rhtB,0.00595879253828944,5.55184642677694,0.00109823986310431,0.973563182333624,0.999719302068217,b3824
rhtC,-0.172958032814483,6.03779044816152,1.01749638056194,0.313113611690825,0.577242117298583,b3823
ribA,0.287920648877435,7.05824220006853,2.40415797320063,0.121013222481295,0.311778929584258,b1277
ribB,-2.76277835901636,6.9292034394957,193.414179339068,5.71641038868205e-44,2.77406477176604e-42,b3041
ribC,-0.398248576657357,7.76367635547513,5.03273077330425,0.0248726514978317,0.0984825772630125,b1662
ribD,-0.00506874841738395,7.54981502162464,0.000691355445464836,0.979023128598534,1,b0414
ribE,-0.0794227835673466,7.27717076228062,0.178809539098349,0.672398306082491,0.858416622694369,b0415
ribE,-0.0794227835673466,7.27717076228062,0.178809539098349,0.672398306082491,0.858416622694369,b1662
ribF,-0.0460376964710134,8.11901484905763,0.0589701994765139,0.80813104791262,0.92704329241291,b0025
rihA,-1.29137117042313,4.67818137502044,42.1985029827688,8.24631195605706e-11,1.16012447355734e-09,b0651
rihB,-0.367286707970956,1.5227252505151,0.406017752231198,0.523997688888868,0.768209782182967,b2162
rihC,-0.554831466457212,3.35699354904948,2.16112973352571,0.141540592449159,0.345570276307472,b0030
rimI,0.21022640427136,5.74233996450307,0.864032901903794,0.352612568149113,0.615098814335187,b4373
rimJ,0.0252394157416249,6.15389390464258,0.0148160410634968,0.903119853704821,0.971016840465801,b1066
rimK,0.454399071860757,5.44099689346735,3.7159975453787,0.0538934122999343,0.178638256119276,b0852
rimL,-0.00856259143099224,4.83566038826983,0.00118366087445754,0.972554696469902,0.99942044795468,b1427
rimM,0.308426134278935,10.97031044669,1.74508439842219,0.186495887216534,0.417777871829985,b2608
rlmB,-0.170058476279544,5.82209885684956,0.728344969518947,0.393420174845294,0.655043074462924,b4180
rlpA,-0.110183884046468,7.90550056599915,0.354811488798004,0.551402018756005,0.784098374122887,b0633
rlpB,-0.0327387885105014,7.58310901321694,0.0325490261176622,0.856827967334726,0.947667091144349,b0641
rluA,0.514709811994523,5.37530212475525,7.06944863789303,0.00784093809212321,0.0380505748537979,b0058
rluB,0.30865160998921,6.5721448442831,2.65373905208081,0.103306648057126,0.28328978600554,b1269
rluC,0.307381785718161,6.41156074989559,2.19327371532917,0.138614426289275,0.339963490711742,b1086
rluD,0.430004005666718,7.2359035778277,5.14789104031307,0.0232746244793003,0.0934229582956302,b2594
rmf,-0.175956503882648,11.359344542526,0.42325958899761,0.515315037715762,0.762468533023083,b0953
rmuC,-0.211614881501015,4.71665844160727,1.30161397442995,0.253918622962758,0.511031935030826,b3832
rna,-0.119966616319398,6.65943339945931,0.464442173636724,0.495555202200992,0.748588775763501,b0611
rnb,0.425235288566027,9.60367136929791,4.18422131891814,0.0408019525194779,0.145399037072298,b1286
rnc,0.184334533329048,7.5495647119174,0.990600089264591,0.31959575165762,0.58291133927756,b2567
rnd,0.0707705256526578,5.86746066859811,0.140477886033269,0.707806390402453,0.877252120176971,b1804
rne,0.0106536041825246,9.51619088175894,0.00220461770547331,0.962550402456836,0.995795451276253,b1084
rng,0.0882831012820069,7.48765818387441,0.188006261341021,0.664581194966191,0.854690015150129,b3247
rnhA,-0.0905507638180274,4.94702595608304,0.212829841789794,0.644558387057431,0.845126798330615,b0214
rnhB,0.117743134509611,5.65417236331776,0.256834558888116,0.612303243402105,0.82531669499594,b0183
rnk,-0.233959167193421,5.43366286908799,1.53974909805592,0.214655155272655,0.459640860497074,b0610
rnpA,0.110079249690088,8.07272785374706,0.160894650770615,0.68833416593644,0.867244825752475,b3704
rnr,-0.384385043957572,8.59120443355834,3.82077224340869,0.0506209022822141,0.170539529607553,b4179
rnt,0.016674698628612,5.78002093535213,0.00668814520120087,0.93482080088748,0.983794112824811,b1652
rob,-0.311368560972138,7.75779049279082,2.42870402247017,0.119131352882994,0.308470211691638,b4396
rof,-0.249053987400895,6.51977212821807,1.40989854740707,0.235073235674281,0.487413012423054,b0189
rpe,0.0402160917466306,6.70446281462157,0.0578983708598209,0.809849025333367,0.928028108361585,b3386
rpiA,0.0342792593139792,8.32123877702012,0.0297986462236626,0.862947894649227,0.950672313104358,b2914
rpiB,-0.476596446609039,2.73819967743429,1.61938942391267,0.203176944712419,0.441631215003995,b4090
rpiR,-0.282109320517297,5.21787664323513,2.15802512929108,0.141826868984417,0.346050114541286,b4089
rplA,0.135703432241,11.2047270653966,0.236970361417804,0.626402893779932,0.835268323011894,b3984
rplB,0.17048015712562,11.1703350538276,0.319950118640861,0.571637623362244,0.796008064633869,b3317
rplC,0.316199721588106,11.2368395253991,1.10710443361751,0.292712247592509,0.560055738670121,b3320
rplD,0.263664179900184,10.5480855086248,0.794885758469178,0.372626856035062,0.63311384390851,b3319
rplE,0.381471007719606,11.5273721932077,2.1405602656174,0.143449493618835,0.349046965036478,b3308
rplF,0.278735361523446,10.8681036127027,0.99184182375447,0.319292632965313,0.582604512791377,b3305
rplI,0.6203895076861,9.43929005243385,5.19969127202919,0.0225909001435022,0.090762881599801,b4203
rplJ,0.108338780756266,11.3224959762912,0.222766502706321,0.636940018973228,0.841267260533753,b3985
rplK,0.123035711777031,10.5645437314686,0.198679214330767,0.655789064904799,0.851054151040466,b3983
rplL,0.0512135404194408,11.0607933445931,0.050659803294792,0.82191911861195,0.935406765028989,b3986
rplM,0.53898221500746,10.4566365230332,3.72025644337737,0.0537561142652645,0.178320013449829,b3231
rplN,0.379144899741176,10.7308709698803,2.43326560888983,0.11878521158046,0.30812812541502,b3310
rplO,0.273070904838586,10.6589197881177,1.00253175538336,0.316698671688468,0.581142505953841,b3301
rplP,0.0285576526819917,10.2406221114405,0.0108885246540567,0.916893112962352,0.976313781302745,b3313
rplQ,-0.00497059564185056,9.80297435725309,0.000485446964603398,0.98242174259418,1,b3294
rplR,0.282562212073766,10.2737790689802,1.00586748966322,0.315894900175666,0.580463332217531,b3304
rplS,0.282648112029405,9.80693682890416,1.67295155459539,0.195863664027027,0.433146525823211,b2606
rplT,0.0372668116528879,10.8009562220432,0.0183266394822397,0.892314662592756,0.966652298191436,b1716
rplU,0.30325527096455,9.99525910844192,1.90895008399203,0.167079931670843,0.388802922891363,b3186
rplV,0.0123202318380566,10.443650905903,0.00149699126868086,0.969136771791744,0.998735795124921,b3315
rplW,0.102405354447994,10.2219130420805,0.0907716973840138,0.763198385085202,0.901601155684625,b3318
rplX,0.296723709739389,10.4703866200671,1.36105024840194,0.243355547301699,0.497273176474891,b3309
rplY,0.523685015300372,9.01322325754193,3.20663551883481,0.0733401483374583,0.224968821498212,b2185
rpmA,0.415783781451701,9.20691475140911,4.34284657817041,0.037164737932262,0.135569681697162,b3185
rpmB,0.321979569792387,9.95641917940906,2.15025873757862,0.142545865730135,0.347239477771265,b3637
rpmC,-0.0151255360892153,9.22778271431825,0.00278857330255278,0.957885728952475,0.994324555796806,b3312
rpmD,0.180524483141138,9.25971246430553,0.449458761452572,0.502592092020772,0.750766320362582,b3302
rpmE,0.429971846250367,8.8330170757842,3.36824382157523,0.0664645702191246,0.209308976539298,b3936
rpmF,0.300078839729387,9.53473188644197,2.11405186455365,0.145952420955943,0.35314762246987,b1089
rpmG,0.386197713626591,8.14301090292587,3.41828792305629,0.0644778502604457,0.20476458476093,b3636
rpmH,0.433230689007033,7.8497453894254,3.40270691860058,0.0650895222246889,0.206252125083222,b3703
rpmI,-0.196207602460177,11.1757051306147,0.836944400623679,0.360272138571264,0.622946886864936,b1717
rpmJ,0.0493084478058657,9.17284958087655,0.0397749042956548,0.841921337005662,0.941727670181666,b3299
rpoA,0.101070437758283,11.867512910191,0.171428948115135,0.678844966287164,0.860521318567251,b3295
rpoB,0.0678562792043669,11.9737438635767,0.0767966070951189,0.78168642372375,0.914933242293463,b3987
rpoC,0.0798437620730432,12.1130815638495,0.125599223564263,0.723039278797402,0.883146675657799,b3988
rpoD,0.0790784987586216,9.84560138937292,0.143396491499161,0.704927518050037,0.875634728345731,b3067
rpoE,0.0553570188151536,9.22692519631935,0.0681853761228766,0.793997426520458,0.921848087403726,b2573
rpoH,0.13254691441605,9.38775002148176,0.393229521387667,0.530606694507149,0.772132854978564,b3461
rpoN,-0.0572203304462156,9.13829008283754,0.0768571222849816,0.781602606132059,0.914933242293463,b3202
rpoS,0.58937741496018,10.0751966875966,7.13263307295323,0.00756934922783326,0.0368984416647989,b2741
rpoZ,0.345839759873112,7.76558308850443,3.42341364267526,0.0642779700691986,0.204280024083053,b3649
rpsA,0.361390048075484,12.1747660360233,1.77334511610525,0.182968635811525,0.412228241038069,b0911
rpsB,0.292312385291541,11.4500147877997,1.53461420989555,0.215421252921337,0.460824364223503,b0169
rpsC,0.113115154069732,10.9430691355671,0.149645208424785,0.698874640610532,0.872885937766595,b3314
rpsD,-0.0678583013039773,11.3955380251015,0.0696052588958764,0.791912391694144,0.920912660131127,b3296
rpsE,0.223506893962466,10.5828314591639,0.643082453923249,0.422596795201579,0.684876382167212,b3303
rpsF,0.517404714864519,10.0293960808892,3.64925646484997,0.0560942483519329,0.18437675694977,b4200
rpsG,0.244397094590517,11.2160189739446,0.769844130699354,0.380265276056841,0.640548255573126,b3341
rpsH,0.168903707351957,10.5236865670699,0.329646342017043,0.56586740894283,0.794164651734853,b3306
rpsI,0.678121254709508,9.79675998887058,5.57901620370254,0.018176930703721,0.0769668271660499,b3230
rpsJ,0.284435726885661,10.3248079833646,0.883905747457646,0.347134153580283,0.610701592388287,b3321
rpsK,0.132122711787214,10.4384745841627,0.284359500607337,0.593857978391587,0.813986864066412,b3297
rpsL,0.354817141507442,10.6629437249859,2.2699860023676,0.131901093617437,0.32927666209199,b3342
rpsM,0.0334797819913782,10.7246728801824,0.0162582774314615,0.898538380985333,0.969080730747283,b3298
rpsN,0.257432441656905,11.0306278051117,0.660561583013646,0.416361753357529,0.678591099151384,b3307
rpsO,0.241971816771702,9.177644302555,0.892554069139393,0.344786116680269,0.608310856684896,b3165
rpsP,0.377931457251301,9.2866441773586,2.83432425936101,0.0922696074064941,0.263915519462681,b2609
rpsQ,0.0159038699309191,9.38258746515755,0.00430889186882322,0.947662730538264,0.990790446186096,b3311
rpsR,0.586582630406736,8.96954153312991,5.2591189598545,0.0218320680287849,0.0884546921353864,b4202
rpsS,0.0179072654692522,9.96398096172556,0.00280443441522493,0.957766239605165,0.994324555796806,b3316
rpsT,0.42280799087299,9.35336956580583,2.68431341585679,0.101340896768214,0.279496381316676,b0023
rpsU,0.488723025745255,8.89459974215889,4.30471578946569,0.038006845405712,0.137595612160327,b3065
rraA,-0.406983043095717,8.0958559240225,4.34355952141716,0.0371491802318875,0.135569681697162,b3929
rrmA,0.0897541724512389,5.68648469004442,0.148758325105614,0.699724782367635,0.873442582383184,b1822
